,product_id,date
128,36258,2021-01-01
129,28451,2021-01-01
130,12140,2021-01-01
131,25912,2021-01-01
132,12194,2021-01-01
133,18539,2021-01-01
134,3393,2021-01-01
135,5907,2021-01-01
136,42329,2021-01-01
137,18953,2021-01-01
138,44792,2021-01-01
139,16709,2021-01-01
140,31547,2021-01-01
141,22972,2021-01-01
142,25887,2021-01-01
143,23277,2021-01-01
144,15174,2021-01-01
145,35410,2021-01-01
146,5974,2021-01-01
147,21768,2021-01-01
148,17835,2021-01-01
149,44902,2021-01-01
150,18084,2021-01-01
151,10388,2021-01-01
152,14546,2021-01-01
153,13916,2021-01-01
154,15089,2021-01-01
155,39379,2021-01-01
156,4089,2021-01-01
157,43576,2021-01-01
158,7149,2021-01-01
159,44355,2021-01-01
160,26342,2021-01-01
161,38868,2021-01-01
162,24399,2021-01-01
163,25894,2021-01-01
164,42848,2021-01-01
165,7673,2021-01-01
166,38110,2021-01-01
167,14007,2021-01-01
168,26024,2021-01-01
169,31469,2021-01-01
170,40887,2021-01-01
171,29195,2021-01-01
172,26542,2021-01-01
173,11507,2021-01-01
174,49637,2021-01-01
175,19026,2021-01-01
176,28680,2021-01-01
177,25680,2021-01-01
178,42038,2021-01-01
179,3075,2021-01-01
180,3401,2021-01-01
181,20256,2021-01-01
182,15134,2021-01-01
183,31866,2021-01-01
184,16390,2021-01-01
185,14117,2021-01-01
186,3267,2021-01-01
187,40372,2021-01-01
188,11159,2021-01-01
189,19811,2021-01-01
190,1869,2021-01-01
191,9825,2021-01-01
192,9209,2021-01-01
193,15146,2021-01-01
194,48714,2021-01-01
195,18238,2021-01-01
196,28680,2021-01-01
197,22745,2021-01-01
198,18845,2021-01-01
199,19130,2021-01-01
200,40149,2021-01-01
201,7905,2021-01-01
202,33586,2021-01-01
203,41566,2021-01-01
204,44829,2021-01-01
205,13373,2021-01-01
206,24091,2021-01-01
207,7267,2021-01-01
208,32985,2021-01-01
209,28516,2021-01-01
210,29269,2021-01-01
211,2299,2021-01-01
212,49115,2021-01-01
213,49103,2021-01-01
214,10415,2021-01-01
215,5834,2021-01-01
216,32914,2021-01-01
217,19908,2021-01-01
218,10482,2021-01-01
219,37893,2021-01-01
220,47377,2021-01-01
221,43701,2021-01-01
222,36551,2021-01-01
223,28948,2021-01-01
224,24831,2021-01-01
225,15234,2021-01-01
226,39471,2021-01-01
227,16184,2021-01-01
228,19353,2021-01-01
229,8488,2021-01-01
230,42662,2021-01-01
231,17257,2021-01-01
232,6056,2021-01-01
233,7411,2021-01-01
234,24737,2021-01-01
235,32870,2021-01-01
236,44697,2021-01-01
237,39175,2021-01-01
238,25828,2021-01-01
239,46240,2021-01-01
240,15179,2021-01-01
241,35539,2021-01-01
242,21292,2021-01-01
243,29125,2021-01-01
244,32222,2021-01-01
245,39853,2021-01-01
246,31636,2021-01-01
247,43615,2021-01-01
248,27946,2021-01-01
249,30922,2021-01-01
250,13910,2021-01-01
251,42038,2021-01-01
252,4895,2021-01-01
253,4769,2021-01-01
254,6090,2021-01-01
255,16773,2021-01-01
256,27011,2021-01-01
257,40797,2021-01-01
258,44838,2021-01-01
259,45261,2021-01-01
260,25687,2021-01-01
261,49298,2021-01-01
262,7198,2021-01-01
263,12007,2021-01-01
264,22901,2021-01-01
265,49361,2021-01-01
266,43888,2021-01-01
267,46354,2021-01-01
268,42257,2021-01-01
269,28173,2021-01-01
270,11302,2021-01-01
271,41072,2021-01-01
272,15413,2021-01-01
273,16891,2021-01-01
274,22924,2021-01-01
275,28127,2021-01-01
276,18058,2021-01-01
277,4868,2021-01-01
278,11612,2021-01-01
279,47788,2021-01-01
280,37708,2021-01-01
281,1589,2021-01-01
282,38930,2021-01-01
283,27186,2021-01-01
284,47758,2021-01-01
285,39605,2021-01-01
286,42730,2021-01-01
287,7930,2021-01-01
288,18308,2021-01-01
289,29619,2021-01-01
290,35303,2021-01-01
291,8058,2021-01-01
292,37998,2021-01-01
293,34787,2021-01-01
294,44843,2021-01-01
295,23331,2021-01-01
296,22446,2021-01-01
297,43179,2021-01-01
298,15061,2021-01-01
299,24494,2021-01-01
300,39523,2021-01-01
301,41558,2021-01-01
302,42500,2021-01-01
303,36418,2021-01-01
304,43551,2021-01-01
305,39747,2021-01-01
306,19013,2021-01-01
307,13158,2021-01-01
308,19214,2021-01-01
309,3925,2021-01-01
310,2271,2021-01-01
311,22929,2021-01-01
312,11110,2021-01-01
313,35324,2021-01-01
314,35720,2021-01-01
315,7872,2021-01-01
316,1538,2021-01-01
317,47165,2021-01-01
318,37179,2021-01-01
319,49484,2021-01-01
320,11972,2021-01-01
321,24889,2021-01-01
322,20751,2021-01-01
323,17335,2021-01-01
324,10030,2021-01-01
325,24907,2021-01-01
326,29382,2021-01-01
327,33452,2021-01-01
328,6731,2021-01-01
329,18636,2021-01-01
330,39867,2021-01-01
331,35867,2021-01-01
332,25632,2021-01-01
333,20505,2021-01-01
334,892,2021-01-01
335,31136,2021-01-01
336,39087,2021-01-01
337,13849,2021-01-01
338,27201,2021-01-01
339,3466,2021-01-01
340,46375,2021-01-01
341,5514,2021-01-01
342,24299,2021-01-01
343,25908,2021-01-01
344,5542,2021-01-01
345,8020,2021-01-01
346,14892,2021-01-01
347,6536,2021-01-01
348,32472,2021-01-01
349,37115,2021-01-01
350,21973,2021-01-01
351,30375,2021-01-01
352,37840,2021-01-01
353,17984,2021-01-01
354,22385,2021-01-01
355,17218,2021-01-01
356,11817,2021-01-01
357,43587,2021-01-01
358,34603,2021-01-01
359,15891,2021-01-01
360,42328,2021-01-01
361,3146,2021-01-01
362,9990,2021-01-01
363,2829,2021-01-01
364,35770,2021-01-01
365,36081,2021-01-01
366,33126,2021-01-01
367,25755,2021-01-01
368,47920,2021-01-01
369,46425,2021-01-01
370,39442,2021-01-01
371,16987,2021-01-01
372,48650,2021-01-01
373,21962,2021-01-01
374,46538,2021-01-01
375,971,2021-01-01
376,38165,2021-01-01
377,25490,2021-01-01
378,7510,2021-01-01
379,36504,2021-01-01
380,39392,2021-01-01
381,9755,2021-01-01
382,3593,2021-01-01
383,35319,2021-01-01
384,46360,2021-01-01
385,9194,2021-01-01
386,41833,2021-01-01
387,12968,2021-01-01
388,22872,2021-01-01
389,32189,2021-01-01
390,31023,2021-01-01
391,24482,2021-01-01
392,37582,2021-01-01
393,46619,2021-01-01
394,31728,2021-01-01
395,16879,2021-01-01
396,43533,2021-01-01
397,25924,2021-01-01
398,24102,2021-01-01
399,18087,2021-01-01
400,24700,2021-01-01
401,21983,2021-01-01
402,41071,2021-01-01
403,29900,2021-01-01
404,15155,2021-01-01
405,27135,2021-01-01
406,5419,2021-01-01
407,1097,2021-01-01
408,15250,2021-01-01
409,25924,2021-01-01
410,27586,2021-01-01
411,38911,2021-01-01
412,1892,2021-01-01
413,43415,2021-01-01
414,4906,2021-01-01
415,32175,2021-01-01
416,10981,2021-01-01
417,36,2021-01-01
418,8758,2021-01-01
419,9356,2021-01-01
420,2497,2021-01-01
421,26670,2021-01-01
422,25404,2021-01-01
423,32001,2021-01-01
424,7249,2021-01-01
425,37883,2021-01-01
426,26069,2021-01-01
427,34350,2021-01-01
428,12222,2021-01-01
429,12981,2021-01-01
430,16796,2021-01-01
431,42557,2021-01-01
432,19237,2021-01-01
433,32711,2021-01-01
434,67,2021-01-01
435,2252,2021-01-01
436,1923,2021-01-01
437,43368,2021-01-01
438,35202,2021-01-01
439,5016,2021-01-01
440,35039,2021-01-01
441,46458,2021-01-01
442,12823,2021-01-01
443,32507,2021-01-01
444,21885,2021-01-01
445,36397,2021-01-01
446,43677,2021-01-01
447,17891,2021-01-01
448,5271,2021-01-01
449,45507,2021-01-01
450,22845,2021-01-01
451,18826,2021-01-01
452,33044,2021-01-01
453,29337,2021-01-01
454,10501,2021-01-01
455,31671,2021-01-01
456,15129,2021-01-01
457,9046,2021-01-01
458,8066,2021-01-01
459,8090,2021-01-01
460,19718,2021-01-01
461,33543,2021-01-01
462,26174,2021-01-01
463,30849,2021-01-01
464,26852,2021-01-01
465,18242,2021-01-01
466,35226,2021-01-01
467,12322,2021-01-01
468,32870,2021-01-01
469,17072,2021-01-01
470,23430,2021-01-01
471,1578,2021-01-01
472,22089,2021-01-01
473,12632,2021-01-01
474,33202,2021-01-01
475,11641,2021-01-01
476,22639,2021-01-01
477,39555,2021-01-01
478,13130,2021-01-01
479,44227,2021-01-01
480,48025,2021-01-01
481,17973,2021-01-01
482,13999,2021-01-01
483,12678,2021-01-01
484,36563,2021-01-01
485,33139,2021-01-01
486,21901,2021-01-01
487,18076,2021-01-01
488,33684,2021-01-01
489,42244,2021-01-01
490,49319,2021-01-01
491,9253,2021-01-01
492,23059,2021-01-01
493,39410,2021-01-01
494,21362,2021-01-01
495,42233,2021-01-01
496,10883,2021-01-01
497,26214,2021-01-01
498,20093,2021-01-01
499,34072,2021-01-01
500,27808,2021-01-01
501,34353,2021-01-01
502,44130,2021-01-01
503,47451,2021-01-01
504,42272,2021-01-01
505,2075,2021-01-01
506,47161,2021-01-01
507,13046,2021-01-01
508,18808,2021-01-01
509,34339,2021-01-01
510,6898,2021-01-01
511,47594,2021-01-01
512,41765,2021-01-01
513,7859,2021-01-01
514,19722,2021-01-01
515,30775,2021-01-01
516,24716,2021-01-01
517,13054,2021-01-01
518,48112,2021-01-01
519,7664,2021-01-01
520,33936,2021-01-01
521,31498,2021-01-01
522,22231,2021-01-01
523,21351,2021-01-01
524,42259,2021-01-01
525,30679,2021-01-01
526,7582,2021-01-01
527,39250,2021-01-01
528,28337,2021-01-01
529,17114,2021-01-01
530,10550,2021-01-01
531,23153,2021-01-01
532,15071,2021-01-01
533,37265,2021-01-01
534,15949,2021-01-01
535,6501,2021-01-01
536,14432,2021-01-01
537,44673,2021-01-01
538,2482,2021-01-01
539,39705,2021-01-01
540,46522,2021-01-01
541,26617,2021-01-01
542,287,2021-01-01
543,23141,2021-01-01
544,7886,2021-01-01
545,37711,2021-01-01
546,21295,2021-01-01
547,4404,2021-01-01
548,37862,2021-01-01
549,12802,2021-01-01
550,1010,2021-01-01
551,14044,2021-01-01
552,1117,2021-01-01
553,11654,2021-01-01
554,26149,2021-01-01
555,11336,2021-01-01
556,15382,2021-01-01
557,10429,2021-01-01
558,21437,2021-01-01
559,6405,2021-01-01
560,3938,2021-01-01
561,19723,2021-01-01
562,20707,2021-01-01
563,45324,2021-01-01
564,28556,2021-01-01
565,14731,2021-01-01
566,31765,2021-01-01
567,17738,2021-01-01
568,39857,2021-01-01
569,37367,2021-01-01
570,44769,2021-01-01
571,16289,2021-01-01
572,5750,2021-01-01
573,17273,2021-01-01
574,42994,2021-01-01
575,7638,2021-01-01
576,45089,2021-01-01
577,35131,2021-01-01
578,24788,2021-01-01
579,8076,2021-01-01
580,3868,2021-01-01
581,15164,2021-01-01
582,23233,2021-01-01
583,24253,2021-01-01
584,34455,2021-01-01
585,13669,2021-01-01
586,45646,2021-01-01
587,4964,2021-01-01
588,15094,2021-01-01
589,46,2021-01-01
590,41460,2021-01-01
591,37061,2021-01-01
592,14248,2021-01-01
593,25864,2021-01-01
594,17687,2021-01-01
595,18049,2021-01-01
596,21105,2021-01-01
597,14905,2021-01-01
598,44600,2021-01-01
599,11984,2021-01-01
600,6747,2021-01-01
601,1669,2021-01-01
602,49675,2021-01-01
603,38401,2021-01-01
604,21090,2021-01-01
605,22581,2021-01-01
606,1796,2021-01-01
607,28334,2021-01-01
608,26634,2021-01-01
609,41276,2021-01-01
610,32166,2021-01-01
611,6885,2021-01-01
612,26494,2021-01-01
613,1905,2021-01-01
614,3903,2021-01-01
615,14821,2021-01-01
616,3051,2021-01-01
617,18153,2021-01-01
618,9527,2021-01-01
619,23524,2021-01-01
620,26695,2021-01-01
621,7785,2021-01-01
622,30623,2021-01-01
623,49030,2021-01-01
624,46174,2021-01-01
625,36651,2021-01-01
626,2688,2021-01-01
627,48556,2021-01-01
628,30100,2021-01-01
629,49478,2021-01-01
630,47124,2021-01-01
631,37567,2021-01-01
632,43646,2021-01-01
633,33408,2021-01-01
634,36577,2021-01-01
635,24272,2021-01-01
636,22818,2021-01-01
637,34775,2021-01-01
638,24465,2021-01-01
639,5300,2021-01-01
640,25309,2021-01-01
641,36412,2021-01-01
642,18563,2021-01-01
643,631,2021-01-01
644,39368,2021-01-01
645,28497,2021-01-01
646,1623,2021-01-01
647,24118,2021-01-01
648,14544,2021-01-01
649,3598,2021-01-01
650,26176,2021-01-01
651,26073,2021-01-01
652,39460,2021-01-01
653,33996,2021-01-01
654,18983,2021-01-01
655,41077,2021-01-01
656,45804,2021-01-01
657,42288,2021-01-01
658,38033,2021-01-01
659,9254,2021-01-01
660,38834,2021-01-01
661,18493,2021-01-01
662,2753,2021-01-01
663,27292,2021-01-01
664,32744,2021-01-01
665,9325,2021-01-01
666,48549,2021-01-01
667,48306,2021-01-01
668,42440,2021-01-01
669,13852,2021-01-01
670,48085,2021-01-01
671,41245,2021-01-01
672,30316,2021-01-01
673,940,2021-01-01
674,18,2021-01-01
675,16475,2021-01-01
676,43383,2021-01-01
677,32001,2021-01-01
678,6877,2021-01-01
679,35936,2021-01-01
680,45857,2021-01-01
681,14986,2021-01-01
682,32001,2021-01-01
683,35951,2021-01-01
684,29497,2021-01-01
685,33009,2021-01-01
686,30009,2021-01-01
687,45156,2021-01-01
688,46856,2021-01-01
689,1280,2021-01-01
690,24576,2021-01-01
691,14399,2021-01-01
692,47407,2021-01-01
693,26185,2021-01-01
694,11277,2021-01-01
695,9520,2021-01-01
696,9992,2021-01-01
697,47693,2021-01-01
698,28856,2021-01-01
699,31896,2021-01-01
700,48916,2021-01-01
701,45662,2021-01-01
702,17845,2021-01-01
703,6673,2021-01-01
704,27849,2021-01-01
705,1463,2021-01-01
706,35629,2021-01-01
707,11712,2021-01-01
708,9283,2021-01-01
709,29487,2021-01-01
710,37235,2021-01-01
711,5043,2021-01-01
712,9935,2021-01-01
713,23463,2021-01-01
714,8097,2021-01-01
715,7672,2021-01-01
716,1658,2021-01-01
717,42538,2021-01-01
718,18263,2021-01-01
719,28590,2021-01-01
720,43739,2021-01-01
721,6981,2021-01-01
722,4641,2021-01-01
723,13309,2021-01-01
724,29713,2021-01-01
725,3345,2021-01-01
726,24225,2021-01-01
727,37326,2021-01-01
728,16023,2021-01-01
729,36619,2021-01-01
730,2919,2021-01-01
731,6549,2021-01-01
732,41538,2021-01-01
733,26846,2021-01-01
734,34675,2021-01-01
735,7321,2021-01-01
736,12700,2021-01-01
737,48745,2021-01-01
738,9224,2021-01-01
739,12989,2021-01-01
740,2011,2021-01-01
741,1983,2021-01-01
742,33757,2021-01-01
743,39487,2021-01-01
744,10083,2021-01-01
745,12171,2021-01-01
746,33667,2021-01-01
747,789,2021-01-01
748,10531,2021-01-01
749,22118,2021-01-01
750,14830,2021-01-01
751,43058,2021-01-01
752,21602,2021-01-01
753,46104,2021-01-01
754,41464,2021-01-01
755,37135,2021-01-01
756,19748,2021-01-01
757,7228,2021-01-01
758,47874,2021-01-01
759,34389,2021-01-01
760,24325,2021-01-01
761,15972,2021-01-01
762,30274,2021-01-01
763,31216,2021-01-01
764,12463,2021-01-01
765,37870,2021-01-01
766,43793,2021-01-01
767,4883,2021-01-01
768,20262,2021-01-01
769,11813,2021-01-01
770,20652,2021-01-01
771,10072,2021-01-01
772,9963,2021-01-01
773,44869,2021-01-01
774,22727,2021-01-01
775,20775,2021-01-01
776,8450,2021-01-01
777,13796,2021-01-01
778,2560,2021-01-01
779,22019,2021-01-01
780,40647,2021-01-01
781,28422,2021-01-01
782,42069,2021-01-01
783,4099,2021-01-01
784,19990,2021-01-01
785,12584,2021-01-01
786,35278,2021-01-01
787,3836,2021-01-01
788,3211,2021-01-01
789,12753,2021-01-01
790,1004,2021-01-01
791,41492,2021-01-01
792,26134,2021-01-01
793,33383,2021-01-01
794,15766,2021-01-01
795,3547,2021-01-01
796,31142,2021-01-01
797,30852,2021-01-01
798,40439,2021-01-01
799,3069,2021-01-01
800,27822,2021-01-01
801,27522,2021-01-01
802,37707,2021-01-01
803,1659,2021-01-01
804,13796,2021-01-01
805,26316,2021-01-01
806,29174,2021-01-01
807,44774,2021-01-01
808,3598,2021-01-01
809,14710,2021-01-01
810,37739,2021-01-01
811,29038,2021-01-01
812,49009,2021-01-01
813,45188,2021-01-01
814,33122,2021-01-01
815,17039,2021-01-01
816,8972,2021-01-01
817,21590,2021-01-01
818,19769,2021-01-01
819,24316,2021-01-01
820,3072,2021-01-01
821,12396,2021-01-01
822,8096,2021-01-01
823,4349,2021-01-01
824,25943,2021-01-01
825,6907,2021-01-01
826,13983,2021-01-01
827,30602,2021-01-01
828,7289,2021-01-01
829,25127,2021-01-01
830,16593,2021-01-01
831,14429,2021-01-01
832,11254,2021-01-01
833,47661,2021-01-01
834,14093,2021-01-01
835,15343,2021-01-01
836,23808,2021-01-01
837,20644,2021-01-01
838,14138,2021-01-01
839,10464,2021-01-01
840,11425,2021-01-01
841,34368,2021-01-01
842,1918,2021-01-01
843,42440,2021-01-01
844,23005,2021-01-01
845,14748,2021-01-01
846,5252,2021-01-01
847,31403,2021-01-01
848,5383,2021-01-01
849,21405,2021-01-01
850,45356,2021-01-01
851,19084,2021-01-01
852,29114,2021-01-01
853,6957,2021-01-01
854,33307,2021-01-01
855,28614,2021-01-01
856,27497,2021-01-01
857,41079,2021-01-01
858,7496,2021-01-01
859,9803,2021-01-01
860,41479,2021-01-01
861,37879,2021-01-01
862,3623,2021-01-01
863,5208,2021-01-01
864,28169,2021-01-01
865,17883,2021-01-01
866,18567,2021-01-01
867,37292,2021-01-01
868,40238,2021-01-01
869,39058,2021-01-01
870,27432,2021-01-01
871,43685,2021-01-01
872,49105,2021-01-01
873,5563,2021-01-01
874,16304,2021-01-01
875,47072,2021-01-01
876,32248,2021-01-01
877,13908,2021-01-01
878,42624,2021-01-01
879,17298,2021-01-01
880,35615,2021-01-01
881,48688,2021-01-01
882,23631,2021-01-01
883,22699,2021-01-01
884,5321,2021-01-01
885,20272,2021-01-01
886,2418,2021-01-01
887,34099,2021-01-01
888,37813,2021-01-01
889,721,2021-01-01
890,41943,2021-01-01
891,975,2021-01-01
892,28210,2021-01-01
893,1054,2021-01-01
894,3799,2021-01-01
895,38669,2021-01-01
896,39934,2021-01-01
897,32419,2021-01-01
898,10600,2021-01-01
899,29963,2021-01-01
900,45035,2021-01-01
901,11209,2021-01-01
902,14622,2021-01-01
903,497,2021-01-01
904,5262,2021-01-01
905,2412,2021-01-01
906,19811,2021-01-01
907,2926,2021-01-01
908,10541,2021-01-01
909,34308,2021-01-01
910,21519,2021-01-01
911,2214,2021-01-01
912,28025,2021-01-01
913,45008,2021-01-01
914,41188,2021-01-01
915,5191,2021-01-01
916,2981,2021-01-01
917,47844,2021-01-01
918,11691,2021-01-01
919,31429,2021-01-01
920,21200,2021-01-01
921,27718,2021-01-01
922,1790,2021-01-01
923,7801,2021-01-01
924,36794,2021-01-01
925,1428,2021-01-01
926,4279,2021-01-01
927,6443,2021-01-01
928,2085,2021-01-01
929,41873,2021-01-01
930,27454,2021-01-01
931,4503,2021-01-01
932,25264,2021-01-01
933,33653,2021-01-01
934,9477,2021-01-01
935,35654,2021-01-01
936,46271,2021-01-01
937,21069,2021-01-01
938,4155,2021-01-01
939,34390,2021-01-01
940,38880,2021-01-01
941,16005,2021-01-01
942,38006,2021-01-01
943,39818,2021-01-01
944,22895,2021-01-01
945,12049,2021-01-01
946,28949,2021-01-01
947,39591,2021-01-01
948,36222,2021-01-01
949,1588,2021-01-01
950,27793,2021-01-01
951,5673,2021-01-01
952,31445,2021-01-01
953,22948,2021-01-01
954,48180,2021-01-01
955,6045,2021-01-01
956,26586,2021-01-01
957,31014,2021-01-01
958,47312,2021-01-01
959,10641,2021-01-01
960,16937,2021-01-01
961,18720,2021-01-01
962,35079,2021-01-01
963,36232,2021-01-01
964,8125,2021-01-01
965,34972,2021-01-01
966,43250,2021-01-01
967,25958,2021-01-01
968,38445,2021-01-01
969,31809,2021-01-01
970,628,2021-01-01
971,40382,2021-01-01
972,33993,2021-01-01
973,29069,2021-01-01
974,8539,2021-01-01
975,8229,2021-01-01
976,31226,2021-01-01
977,31926,2021-01-01
978,36634,2021-01-01
979,19119,2021-01-01
980,17440,2021-01-01
981,49415,2021-01-01
982,17463,2021-01-01
983,41107,2021-01-01
984,22361,2021-01-01
985,12171,2021-01-01
986,27342,2021-01-01
987,43433,2021-01-01
988,24436,2021-01-01
989,19168,2021-01-01
990,37061,2021-01-01
991,34754,2021-01-01
992,20189,2021-01-01
993,17146,2021-01-01
994,37630,2021-01-01
995,7215,2021-01-01
996,43733,2021-01-01
997,42151,2021-01-01
998,23001,2021-01-01
999,42825,2021-01-01
1000,39096,2021-01-01
1001,34385,2021-01-01
1002,22543,2021-01-01
1003,28510,2021-01-01
1004,8088,2021-01-01
1005,4251,2021-01-01
1006,3007,2021-01-01
1007,28243,2021-01-01
1008,29347,2021-01-01
1009,48892,2021-01-01
1010,49471,2021-01-01
1011,41359,2021-01-01
1012,20331,2021-01-01
1013,8439,2021-01-01
1014,23432,2021-01-01
1015,32656,2021-01-01
1016,17015,2021-01-01
1017,7502,2021-01-01
1018,1600,2021-01-01
1019,45031,2021-01-01
1020,18138,2021-01-01
1021,26053,2021-01-01
1022,47327,2021-01-01
1023,36074,2021-01-01
1024,3173,2021-01-01
1025,16435,2021-01-01
1026,37150,2021-01-01
1027,23235,2021-01-01
1028,45625,2021-01-01
1029,13628,2021-01-01
1030,34851,2021-01-01
1031,17110,2021-01-01
1032,43848,2021-01-01
1033,11421,2021-01-01
1034,10393,2021-01-01
1035,23136,2021-01-01
1036,9101,2021-01-01
1037,17760,2021-01-01
1038,13934,2021-01-01
1039,42838,2021-01-01
1040,2360,2021-01-01
1041,46742,2021-01-01
1042,15983,2021-01-01
1043,19352,2021-01-01
1044,19062,2021-01-01
1045,30234,2021-01-01
1046,29455,2021-01-01
1047,32640,2021-01-01
1048,17481,2021-01-01
1049,959,2021-01-01
1050,32486,2021-01-01
1051,22997,2021-01-01
1052,4637,2021-01-01
1053,37085,2021-01-01
1054,32523,2021-01-01
1055,28782,2021-01-01
1056,23460,2021-01-01
1057,4013,2021-01-01
1058,34058,2021-01-01
1059,8284,2021-01-01
1060,31431,2021-01-01
1061,7825,2021-01-01
1062,41190,2021-01-01
1063,34243,2021-01-01
1064,30672,2021-01-01
1065,2600,2021-01-01
1066,14819,2021-01-01
1067,49420,2021-01-01
1068,25704,2021-01-01
1069,15512,2021-01-01
1070,45726,2021-01-01
1071,11397,2021-01-01
1072,17899,2021-01-01
1073,39143,2021-01-01
1074,7162,2021-01-01
1075,13423,2021-01-01
1076,12849,2021-01-01
1077,10316,2021-01-01
1078,43260,2021-01-01
1079,3712,2021-01-01
1080,10339,2021-01-01
1081,20267,2021-01-01
1082,24745,2021-01-01
1083,40644,2021-01-01
1084,27210,2021-01-01
1085,23806,2021-01-01
1086,26570,2021-01-01
1087,23390,2021-01-01
1088,24780,2021-01-01
1089,15876,2021-01-01
1090,5792,2021-01-01
1091,26384,2021-01-01
1092,24941,2021-01-01
1093,33917,2021-01-01
1094,16480,2021-01-01
1095,27893,2021-01-01
1096,37661,2021-01-01
1097,13822,2021-01-01
1098,25133,2021-01-01
1099,15090,2021-01-01
1100,26443,2021-01-01
1101,1833,2021-01-01
1102,44737,2021-01-01
1103,2547,2021-01-01
1104,41598,2021-01-01
1105,36998,2021-01-01
1106,35481,2021-01-01
1107,17204,2021-01-01
1108,31140,2021-01-01
1109,19166,2021-01-01
1110,45591,2021-01-01
1111,44831,2021-01-01
1112,34739,2021-01-01
1113,35065,2021-01-01
1114,11129,2021-01-01
1115,3991,2021-01-01
1116,40256,2021-01-01
1117,7398,2021-01-01
1118,14227,2021-01-01
1119,19400,2021-01-01
1120,37570,2021-01-01
1121,9397,2021-01-01
1122,13046,2021-01-01
1123,40643,2021-01-01
1124,13493,2021-01-01
1125,41625,2021-01-01
1126,47029,2021-01-01
1127,23367,2021-01-01
1128,17891,2021-01-01
1129,39272,2021-01-01
1130,20707,2021-01-01
1131,28625,2021-01-01
1132,35561,2021-01-01
1133,27465,2021-01-01
1134,43632,2021-01-01
1135,28180,2021-01-01
1136,28748,2021-01-01
1137,978,2021-01-01
1138,16032,2021-01-01
1139,35129,2021-01-01
1140,4966,2021-01-01
1141,8,2021-01-01
1142,41555,2021-01-01
1143,25028,2021-01-01
1144,6039,2021-01-01
1145,16107,2021-01-01
1146,18583,2021-01-01
1147,278,2021-01-01
1148,47905,2021-01-01
1149,43620,2021-01-01
1150,25470,2021-01-01
1151,27608,2021-01-01
1152,36389,2021-01-01
1153,4662,2021-01-01
